비업시스 구매  입고 현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,구매,원자재,2025-02-19 00:00:00,메카전자,제BEUP LDJ25-0219-1호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,HK CTM 보드 추가 수정 및 작업건,HK_CTM_A4_20250205 수삽자재 부족분,결제완료,15,6600,99000,원,2025-04-16 00:00:00,발주 후 8주내,O,2025-02-24 00:00:00,99000,1,납품 후 지급,2025-03-05 00:00:00,2025-02-25 00:00:00,2025-03-06 00:00:00,0.1,99000,9900,108900,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\㈜메카전자\GIC CSP24-0913-1호_CTM 수삽자재 부족분
107,프리랜서,인건비,2025-02-20 00:00:00,김재현,제BEUPSYS KNK25-0220,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,방송장치 오디오 테스트 방법 수립,방송장치 오디오 테스트 방법 수립,결제완료,1,5000000,5000000,원,2025-03-31 00:00:00,,,2025-03-31 00:00:00,5000000,1,2025-4-4 (사업소득세 3.3% 공제),2025-04-04 00:00:00,,2025-04-07 00:00:00,-0.033,5000000,-165000,4835000,사업소득세 3.3% 공제,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\프리렌서계약_김재현\제GIC CSP24-0913-1호_MSR NVR 외 11종\2차
108,구매,원자재,2025-02-24 00:00:00,아이닉스,제BEUP LDJ25-0224-1호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,770-101 외 2종 구매,770-101 외 2종,결제완료,1,216000,216000,원,2025-03-24 00:00:00,발주 후 4주내,O,2025-03-11 00:00:00,216000,1,납품 후 지급,2025-04-04 00:00:00,2025-03-31 00:00:00,2025-04-07 00:00:00,0.1,216000,21600,237600,25/3/31 묶음 (20250331410001080jdz0001),1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\아이닉스\GIC CSP24-0524-1호_MOP외2종생산\제BEUP LDJ25-0224-1호
109,구매,원자재,2025-02-24 00:00:00,대현테크,제BEUP LDJ25-0224-2호,현대로템,HRCPO20250226-001,홍콩MTR 333량,EAO Switch 2종 구매,56-3113.2389 외,결제완료,1,2611000,2611000,원,2025-05-05 00:00:00,발주 후 10주내,O,2025-04-08 00:00:00,2611000,1,물품 납품전 지급,2025-04-04 00:00:00,2025-03-27 00:00:00,2025-04-07 00:00:00,0.1,2611000,261100,2872100,선지불 후입고 (지불후 1주내 입고),1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\대현테크\HRCPO20250226-001\제BEUP LDJ25-0224-2호
110,구매,원자재,2025-02-28 00:00:00,파츠맨,제BEUP LDJ25-0228-1호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,2025년 2월 부자재류,브라더 12mm Tze-231 호환 흰색바탕/검정글씨 외,결제완료,1,2140340,2140340,원,2025-03-28 00:00:00,발주 후 4주내,O,2025-02-28 00:00:00,2140340,1,납품 후 지급,2025-03-05 00:00:00,2025-02-28 00:00:00,2025-03-06 00:00:00,0.1,2140340,214034,2354374,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\GIC CSP24-0913-1호 NVRCTMMSR 3종생산\제BEUP LDJ25-0228-1호
111,구매,임가공,2025-02-28 00:00:00,아이리코,제BEUP LDJ25-0228-2호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,2025년 2월 임가공 ,MOP LCD 코팅 재작업 외,결제완료,1,1866000,1866000,원,2025-03-28 00:00:00,발주 후 4주내,O,2025-02-28 00:00:00,1866000,1,납품 후 지급,2025-03-05 00:00:00,2025-02-28 00:00:00,2025-03-06 00:00:00,0.1,1866000,186600,2052600,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\아이리코(I RICCO)\240524_GIC CSP24-0524-1호_MOP외2종생산\제BEUP LDJ25-0228-2호
112,프리랜서,인건비,2025-03-04 00:00:00,김민석,BEUPSYS_KNK25030401,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,"MSR, MOP 테스트 및 검수","MSR, MOP 테스트 및 검수",결제완료,1,2000000,2000000,원,2025-03-31 00:00:00,,,2025-03-31 00:00:00,2000000,1,2025-4-4 (사업소득세 3.3% 공제),2025-04-04 00:00:00,,2025-04-07 00:00:00,-0.033,2000000,-66000,1934000,"사업소득세 3.3% 공제, 기간 연장",1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\프리렌서계약_김민석\제GIC CSP24-0913-1호_MSR NVR 외 11종\2차_2503월
113,프리랜서,인건비,2025-03-04 00:00:00,고은효,BEUPSYS_KNK25030402,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,"MSR, MOP 테스트 및 검수","MSR, MOP 테스트 및 검수",결제완료,1,800000,800000,원,2025-03-14 00:00:00,,,2025-03-14 00:00:00,800000,1,2025-4-4 (사업소득세 3.3% 공제),2025-04-04 00:00:00,,2025-04-07 00:00:00,-0.033,800000,-26400,773600,사업소득세 3.3% 공제,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\프리렌서계약_고은효\제GIC CSP24-0913-1호_MSR NVR 외 11종\1차_2503월
114,구매,원자재,2025-03-05 00:00:00,텍시트코리아,제BEUP LDJ25-0305-1호,지아이씨,GIC CSP24-0409-1호,홍콩MTR 333량,산업용 튜브 구매건,WM-DS-ZH-064x025-YW,결제완료,1000,250,250000,원,2025-04-02 00:00:00,발주 후 4주내,O,2025-03-06 00:00:00,250000,1,물품 납품전 지급,2025-03-07 00:00:00,2025-03-06 00:00:00,2025-03-07 00:00:00,0.1,250000,25000,275000,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\텍시트코리아\제GIC CSP24-0409-1호\제BEUP LDJ25-0305-1호
115,구매,원자재,2025-03-10 00:00:00,세일엔지니어링,제BEUP LDJ25-0310-1호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,BRT (MOP USB COVER)  외,BRT (MOP USB COVER)  외,결제완료,1,500000,500000,원,2025-04-07 00:00:00,발주 후 4주내,O,2025-03-11 00:00:00,500000,1,납품 후 지급,2025-04-04 00:00:00,2025-03-13 00:00:00,2025-04-07 00:00:00,0.1,500000,50000,550000,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\㈜세일엔지니어링\241104_GIC CSP24-0524-1호_MOP외2종\제BEUP LDJ25-0310-1호
116,구매,원자재,2025-03-14 00:00:00,아이닉스,제BEUP LDJ25-0314-1호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,033014-E,033014-E,결제완료,250,1800,450000,원,2025-04-11 00:00:00,발주 후 4주내,O,2025-03-25 00:00:00,450000,1,납품 후 지급,2025-04-04 00:00:00,2025-03-31 00:00:00,2025-04-07 00:00:00,0.1,450000,45000,495000,25/3/31 묶음 (20250331410001080jdz0001),1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\아이닉스\GIC CSP24-0524-1호_MOP외2종생산\제BEUP LDJ25-0314-1호
117,외주,장비,2025-03-19 00:00:00,아이닉스,제BEUP LDJ25-0319-1호,-,임시-홍콩-시험기,홍콩MTR 333량,Power Supply,"EA-PS-3200-10-C (1output, 200V, 10A)",결제완료,2,1897000,3794000,원,2025-04-16 00:00:00,발주 후 4주내,O,2025-03-25 00:00:00,3794000,1,납품 후 지급,2025-04-04 00:00:00,2025-03-31 00:00:00,2025-04-07 00:00:00,0.1,3794000,379400,4173400,25/3/31 묶음 (20250331410001080jdz0001),1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\아이닉스\임시-홍콩-시험기\제BEUP LDJ25-0319-1호
118,구매,원자재,2025-03-20 00:00:00,아이닉스,제BEUP LDJ25-0320-1호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,FERRULE 2종,WAGO 216-244 외,결제완료,1,576000,576000,원,2025-05-01 00:00:00,발주 후 6주내,O,2025-04-16 00:00:00,576000,1,납품 후 지급,2025-05-07 00:00:00,2025-04-28 00:00:00,2025-05-09 00:00:00,0.1,576000,57600,633600,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\아이닉스\GIC CSP24-0524-1호_MOP외2종생산\제BEUP LDJ25-0320-1호
119,외주,장비,2025-03-20 00:00:00,미래로,제BEUP LDJ25-0320-2호,지엠테크,임시-IDN- 보수품,-,카메라 2종,MD9582-H 외,결제완료,1,670,670,USD,2025-05-01 00:00:00,발주 후 4주내,O,2025-03-20 00:00:00,993409,1482.7,납품 후 지급,2025-04-04 00:00:00,2025-03-21 00:00:00,2025-04-07 00:00:00,0.1,993409,99340.90000000001,1092749.9,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\미래로\임시-IDN- 보수품\제BEUP LDJ25-0320-2호
120,구매,임가공,2025-03-26 00:00:00,아이리코,제BEUP LDJ25-0326-1호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,2025년 3월 임가공,NVR LED 교체 작업 외,결제완료,1,2665000,2665000,원,2025-04-23 00:00:00,발주 후 4주내,O,2025-03-27 00:00:00,2665000,1,납품 후 지급,2025-04-04 00:00:00,2025-03-28 00:00:00,2025-04-07 00:00:00,0.1,2665000,266500,2931500,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\아이리코(I RICCO)\240524_GIC CSP24-0524-1호_MOP외2종생산\제BEUP LDJ25-0326-1호
121,구매,원자재,2025-03-27 00:00:00,파츠맨,제BEUP LDJ25-0327-1호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,2025년 3월 부자재류,35155-0700 외,결제완료,1,3461900,3461900,원,2025-04-24 00:00:00,발주 후 4주내,O,2025-03-28 00:00:00,3461900,1,납품 후 지급,2025-04-04 00:00:00,2025-03-28 00:00:00,2025-04-07 00:00:00,0.1,3461900,346190,3808090,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\GIC CSP24-0913-1호 NVRCTMMSR 3종생산\제BEUP LDJ25-0327-1호
122,프리랜서,인건비,2025-03-31 00:00:00,김민석,BEUPSYS_KNK20250331-1,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,"MSR, MOP 테스트 및 검수","MSR, MOP 테스트 및 검수",결제완료,1,1400000,1400000,원,2025-04-18 00:00:00,,,2025-04-18 00:00:00,1400000,1,2025-5-2 (사업소득세 3.3% 공제),2025-05-07 00:00:00,,2025-05-09 00:00:00,-0.033,1400000,-46200,1353800,사업소득세 3.3% 공제,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\프리렌서계약_김민석\제GIC CSP24-0913-1호_MSR NVR 외 11종\3차_2504월
123,프리랜서,인건비,2025-04-21 00:00:00,김재현,-,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,방송장치 오디오 테스트 방법 수립,방송장치 오디오 테스트 방법 수립,결제완료,1,10000000,10000000,원,2025-05-20 00:00:00,,,2025-05-20 00:00:00,10000000,1,2025-5-21 (사업소득세 3.3% 공제),2025-05-21 00:00:00,,2025-05-23 00:00:00,-0.033,10000000,-330000,9670000,사업소득세 3.3% 공제,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\프리렌서계약_김재현\제GIC CSP24-0913-1호_MSR NVR 외 11종\3차
124,구매,원자재,2025-04-28 00:00:00,파츠맨,제BEUP LDJ25-0428-1호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,2025년 4월 부자재류,ANEX ANH-S1 외,결제완료,1,1479800,1479800,원,2025-05-26 00:00:00,발주 후 4주내,O,2025-04-28 00:00:00,1479800,1,납품 후 지급,2025-05-07 00:00:00,2025-04-28 00:00:00,2025-05-09 00:00:00,0.1,1479800,147980,1627780,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\GIC CSP24-0913-1호 NVRCTMMSR 3종생산\제BEUP LDJ25-0428-1호
125,외주,개발,2025-05-08 00:00:00,캐드존,제BEUP LDJ25-0508-1호,인터모빌리티,20250711001 (현대자동차),-,인터모빌리티 보드 아트웍 설계 및 PCB 제작 비용,IM-INT 3종 PCB 아트웍 외,결제완료,1,6582000,6582000,원,2025-06-05 00:00:00,발주 후 4주내,O,2025-05-20 00:00:00,6582000,1,납품 후 지급,2025-07-07 00:00:00,2025-06-30 00:00:00,2025-07-10 00:00:00,0.1,6582000,658200,7240200,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\캐드존\20250711001 (현대자동차)\제BEUP LDJ25-0508-1호
126,외주,장비,2025-05-16 00:00:00,위존,제BEUP LDJ25-0515-1호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,MOXA 8-Port Ethernet switch ,TN-5508A-WV-T,결제완료,1,1800000,1800000,원,2025-09-05 00:00:00,발주 후 16주내,O,2025-06-17 00:00:00,1800000,1,선적 전 결제,2025-05-21 00:00:00,2025-05-19 00:00:00,2025-05-22 00:00:00,0.1,1800000,180000,1980000,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\위존\GIC CSP24-0524-1호\제BEUP LDJ25-0515-1호
127,구매,원자재,2025-05-16 00:00:00,세일엔지니어링,제BEUP LDJ25-0516-1호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,"ANSM, MIC 기구물",ANSM BRACKET 외,결제완료,1,92000,92000,원,2025-06-13 00:00:00,발주 후 4주내,O,2025-05-16 00:00:00,92000,1,납품 후 지급,2025-06-05 00:00:00,2025-05-16 00:00:00,2025-06-05 00:00:00,0.1,92000,9200,101200,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\㈜세일엔지니어링\241104_GIC CSP24-0524-1호_MOP외2종\제BEUP LDJ25-0516-1호
128,구매,원자재,2025-06-27 00:00:00,파츠맨,제BEUP LDJ25-0627-1호,인터모빌리티,20250711001 (현대자동차),-,"IM-INT 3종 PCB, CABLE 사급자재, 부자재",2DIB1411FXUMA1 외,결제완료,1,7444670,7444670,원,2025-07-25 00:00:00,발주 후 4주내,O,2025-06-30 00:00:00,7444670,1,납품 후 지급,2025-07-07 00:00:00,2025-06-30 00:00:00,2025-07-10 00:00:00,0.1,7444670,744467,8189137,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\20250711001 (현대자동차)\제BEUP LDJ25-0627-1호
129,구매,임가공,2025-06-27 00:00:00,유로,제BEUP LDJ25-0627-2호,인터모빌리티,20250711001 (현대자동차),-,IM-INT 3종 PCB 조립 건,IM-INT-MAIN PCB 조립 외,결제완료,1,2400000,2400000,원,2025-07-25 00:00:00,발주 후 4주내,O,2025-06-30 00:00:00,2400000,1,납품 후 지급,2025-07-07 00:00:00,2025-06-30 00:00:00,2025-07-10 00:00:00,0.1,2400000,240000,2640000,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\유로\20250711001 (현대자동차)\제BEUP LDJ25-0627-2호
130,구매,원자재,2025-07-14 00:00:00,나무,제BEUP LDJ25-0714-1호,인터모빌리티,20250711001 (현대자동차),-,ISELED MCU 구매건,ATSAME51G19A-MZT510,결제완료,50,4485,224250,원,2025-08-11 00:00:00,발주 후 4주내,O,2025-07-15 00:00:00,224250,1,납품 후 1주내,2025-07-22 00:00:00,2025-07-18 00:00:00,2025-07-18 00:00:00,0.1,224250,22425,246675,"첫거래, 납품후 1주내 지급 예정",1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\나무\20250711001 (현대자동차)\제BEUP LDJ25-0714호
131,구매,원자재,2025-07-22 00:00:00,캐드존,제BEUP LDJ25-0722-1호,인터모빌리티,20250711001 (현대자동차),-,IM-INT 2종 PCB,IM-INT-MAIN PCB 외,결제완료,1,940000,940000,원,2025-08-19 00:00:00,발주 후 4주내,O,2025-07-25 00:00:00,940000,1,납품 후 지급,2025-08-05 00:00:00,2025-07-29 00:00:00,2025-08-08 00:00:00,0.1,940000,94000,1034000,물품공급요청서 묶음 진행,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\캐드존\20250711001 (현대자동차)\제BEUP LDJ25-0722-1호
132,외주,개발,2025-07-22 00:00:00,캐드존,제BEUP LDJ25-0722-1호,인터모빌리티,20250728001 (포스코),-,IM-6U-A0 아트웍 설계 및 PCB 제작 비용,IM-6U-A0 PCB 아트웍 외,결제완료,1,3315000,3315000,원,2025-08-19 00:00:00,발주 후 4주내,O,2025-07-25 00:00:00,3315000,1,납품 후 지급,2025-08-05 00:00:00,2025-07-29 00:00:00,2025-08-08 00:00:00,0.1,3315000,331500,3646500,물품공급요청서 묶음 진행,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\캐드존\20250728001 (포스코)\제BEUP LDJ25-0722-1호
133,외주,장비,2025-07-29 00:00:00,대성프로파일,제BEUP LDJ25-0729-1호,GIC,신촌시험장치_20250728,독자모델,신촌 사무실 PAPIS 시험장치 개발-선반,알루미늄 프로파일 선반 외 (선금 50%),결제완료,1,650000,650000,원,2025-08-26 00:00:00,발주 후 3주내,O,2025-08-14 00:00:00,650000,1,"발주시 50%, 설치완료후 50%",2025-08-05 00:00:00,2025-07-29 00:00:00,2025-08-08 00:00:00,0.1,650000,65000,715000,"첫거래, 선금 50% 8/8 지급 완료,  잔금 8/18 예정",1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\대성프로파일\신촌시험장치_20250728\제BEUP LDJ25-0729-1호
134,외주,장비,2025-07-29 00:00:00,대성프로파일,제BEUP LDJ25-0729-1호,GIC,신촌시험장치_20250728,독자모델,신촌 사무실 PAPIS 시험장치 개발-선반,알루미늄 프로파일 선반 외 (잔금 50%),결제완료,1,650000,650000,원,2025-08-26 00:00:00,발주 후 3주내,O,2025-08-14 00:00:00,650000,1,"발주시 50%, 설치완료후 50%",2025-08-18 00:00:00,2025-08-14 00:00:00,2025-08-18 00:00:00,0.1,650000,65000,715000,"첫거래, 선금 50% 8/8 지급 완료,  잔금 8/18 예정",1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\대성프로파일\신촌시험장치_20250728\제BEUP LDJ25-0729-1호
135,외주,장비,2025-08-04 00:00:00,만능,제BEUP LDJ25-0729-2호,GIC,신촌시험장치_20250728,독자모델,신촌 사무실 PAPIS 시험장치 개발-파워,EX150-12 외,결제완료,1,1939000,1939000,원,2025-09-22 00:00:00,발주 후 7주내,O,2025-08-20 00:00:00,1939000,1,납품 후 지급,2025-09-05 00:00:00,2025-08-29 00:00:00,2025-09-05 00:00:00,0.1,1939000,193900,2132900,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\만능\신촌시험장치_20250728\제BEUP LDJ25-0729-2호
136,구매,임가공,2025-08-11 00:00:00,유로,제BEUP LDJ25-0811-1호,인터모빌리티,20250711001 (현대자동차),-,IM-INT 2종 보드 PCB 조립건 ,IM-INT-MAIN PCB 조립 외,결제완료,1,2050000,2050000,원,2025-09-08 00:00:00,발주 후 4주내,O,2025-08-13 00:00:00,2050000,1,납품 후 지급,2025-08-18 00:00:00,2025-08-13 00:00:00,2025-08-18 00:00:00,0.1,2050000,205000,2255000,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\유로\20250711001 (현대자동차)\제BEUP LDJ25-0811-1호
137,구매,원자재,2025-08-12 00:00:00,파츠맨,제BEUP LDJ25-0811-2호,인터모빌리티,20250711001 (현대자동차),-,2025년 7월 부자재 구매건,"정전기제전매트 유광 2T, 80센치(폭), 10미터 외",결제완료,1,6209300,6209300,원,2025-09-09 00:00:00,발주 후 4주내,O,2025-08-13 00:00:00,6209300,1,납품 후 지급,2025-08-18 00:00:00,2025-08-13 00:00:00,2025-08-18 00:00:00,0.1,6209300,620930,6830230,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\20250711001 (현대자동차)\제BEUP LDJ25-0811-2호
138,구매,원자재,2025-08-12 00:00:00,파츠맨,제BEUP LDJ25-0811-3호,인터모빌리티,20250728001 (포스코),-,"IM-6U, PLC PCB 사급자재 구매건",74HC7540PW 외,결제완료,1,2218370,2218370,원,2025-09-09 00:00:00,발주 후 4주내,O,2025-08-13 00:00:00,2218370,1,납품 후 지급,2025-08-18 00:00:00,2025-08-13 00:00:00,2025-08-18 00:00:00,0.1,2218370,221837,2440207,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\20250728001 (포스코)\제BEUP LDJ25-0811-3호
139,구매,임가공,2025-08-11 00:00:00,아이리코,제BEUP LDJ25-0811-4호,인터모빌리티,20250728001 (포스코),-,2종 보드 PCB 조립건,IM-6U-A0 PCB 조립 외,결제완료,1,825300,825300,원,2025-09-08 00:00:00,발주 후 4주내,O,2025-08-13 00:00:00,825300,1,납품 후 지급,2025-08-18 00:00:00,2025-08-13 00:00:00,2025-08-18 00:00:00,0.1,825300,82530,907830,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\아이리코(I RICCO)\20250728001 (포스코)\제BEUP LDJ25-0811-4호
140,구매,원자재,2025-08-11 00:00:00,아인시스템,제BEUP LDJ25-0811-5호,인터모빌리티,20250728001 (포스코),-,IM-6U PANEL 기구물 제작건,Face Plate 1종 외,결제완료,1,595000,595000,원,2025-09-08 00:00:00,발주 후 4주내,O,2025-08-13 00:00:00,595000,1,납품 전 지급,2025-08-18 00:00:00,2025-08-13 00:00:00,2025-08-18 00:00:00,0.1,595000,59500,654500,"첫거래, 선금, 실입고 8/26",1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\아인시스템\20250728001 (포스코)\제BEUP LDJ25-0811-5호
141,구매,임가공,2025-08-28 00:00:00,아이리코,제BEUP LDJ25-0828-1호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,CTM 재작업 외,CTM 재작업 외,결제완료,1,4732680,4732680,원,2025-09-25 00:00:00,발주 후 4주내,O,2025-08-29 00:00:00,4732680,1,납품 후 지급,2025-09-05 00:00:00,2025-08-29 00:00:00,2025-09-05 00:00:00,0.1,4732680,473268,5205948,9월 5일 작업 마무리 예정 / 8월 마감으로,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\아이리코(I RICCO)\240524_GIC CSP24-0524-1호_MOP외2종생산\제BEUP LDJ25-0829-1호
142,구매,원자재,2025-09-12 00:00:00,파츠맨,제BEUP LDJ25-0911-1호,GIC,신촌시험장치_20250728,독자모델,신촌 사무실 PAPIS 시험장치 개발-부자재,WAGO 2001-1401 외,결제완료,1,986900,986900,원,2025-10-10 00:00:00,발주 후 4주내,O,2025-09-15 00:00:00,986900,1,납품 후 지급,2025-09-18 00:00:00,2025-09-15 00:00:00,2025-09-18 00:00:00,0.1,986900,98690,1085590,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\신촌시험장치_20250728\제BEUP LDJ25-0911-1호
143,구매,원자재,2025-11-04 00:00:00,캐드존,제GAT LDJ25-1103-1호,인터모빌리티,20250728001 (포스코),-,IM-6U-A1 PCB 수정 및 제작 비용,IM-6U-A1 PCB 수정 외,발주완료,1,485000,485000,원,2025-12-02 00:00:00,발주 후 4주내,,,485000,1,납품 후 지급,,,,0.1,485000,48500,533500,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\캐드존\20250728001 (포스코)\제GAT LDJ25-1103-1호
144,구매,원자재,2025-11-05 00:00:00,아인시스템,제GAT LDJ25-1103-2호,인터모빌리티,20250728001 (포스코),-,IM-6U PANEL 기구물 제작건,Face Plate 외,발주완료,1,395000,395000,원,2025-12-02 00:00:00,발주 후 4주내,,,395000,1,납품 전 지급,,,,0.1,395000,39500,434500,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\아인시스템\20250728001 (포스코)\제GAT LDJ25-1103-2호
,구매,원자재,,이엔엠테크놀러지,제GAT LDJ25-1111-1호,지엠테크,OS02,인도네시아 경전철,인도네시아 경전철 보수품 CPU 구매,TC570/i3-1115GRE 외,발주예정,1,3213000,3213000,원,,발주 후 12주내,,,3213000,1,납품 전 지급,,,,0.1,3213000,321300,3534300,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\이엔엠테크놀러지\OS02\제GAT LDJ25-1111-1호
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0,0,,
,외주,임가공,,아이리코,,인터모빌리티,20250728001 (포스코),-,IM-6U-A1 PCB 부품 조립,,발주예정,,,0,원,,,,,0,1,,,,,0.1,0,0,0,,
,구매,원자재,,파츠맨,,인터모빌리티,20250728001 (포스코),-,IM-6U-A1 사급자재,,발주예정,,,0,원,,,,,0,1,,,,,0.1,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,, ,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,, ,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,발주예정,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,발주완료,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,발주취소,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,선금지급,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,입고완료,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,결제완료,,,0,,,,,,0,,,,,,,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,계정과목 설명,,,,,,,,물품공급요청서 작성중,발주예정,,,3213000,,,,,,3213000,,,,,,,3534300,3534300,3534300,,
