,,*. 대금 및 공급 지급완료가 되면 자료가 Update되고 그 다음차 수정시 제외한다.,,,,,,,,,,,,,,,,,,,,,,지불완료
23,2024-07-04 00:00:00,이엔엠테크놀러지,확인불가,-,1,TC170/i7-6600U 외,1,,,,,1626700,,㈜지아이씨,GIC CSP24-0923-1호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,240628 지급(입금) 기록 / 내역 확인 필요,1.지불 완료,VAT 별도,네이버 게시판 자료,,
22,2024-07-03 00:00:00,티렉스아이앤씨,확인불가,BEUPIDOM-20240703,1,LVDS Cable 외,1,,,,,1680000,,㈜지아이씨,GIC CSP24-0923-1호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,지급(입금) 기록 없음,1.지불 완료,VAT 별도,네이버 게시판 자료,,
21,2024-07-02 00:00:00,파이오닉스,확인불가,-,1,운송비,1,,,,,124980,,㈜지아이씨,GIC CSP24-0913-1호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,지급(입금) 기록 없음,1.지불 완료,VAT 별도,네이버 게시판 자료,,
20,2024-07-02 00:00:00,파이오닉스,확인불가,-,1,Production H/C,1,,,,150,205815,,㈜지아이씨,GIC CSP24-0913-1호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,지급(입금) 기록 없음,1.지불 완료,VAT 별도,네이버 게시판 자료,,
19,2024-07-02 00:00:00,파이오닉스,확인불가,BEUPIDOM-20240702,1,CH7517A-BF1,140,,,,686,941260.6,,㈜지아이씨,GIC CSP24-0913-1호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,지급(입금) 기록 없음,1.지불 완료,VAT 별도,네이버 게시판 자료,,
18,2024-07-01 00:00:00,이젠티에스,확인불가,BEUPIDOM-20240701,1,TSC-50/IC,70,,,,,420000,,㈜지아이씨,GIC CSP24-0923-1호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,240701 지급(입금) 기록 / 내역 확인 필요,1.지불 완료,VAT 별도,네이버 게시판 자료,,
17,2024-06-15 00:00:00,드림온테크 유한회사,확인불가,제BEUP KNK24-0615-1호,1,NVR/CTM HW개발계약,1,,,2025-01-24 00:00:00,,24000000,잔금 30%,㈜지아이씨,GIC CSP24-0524-1호,계약 서명확인,입고 확인,250124 전자세금계산서,250206 지급(입금) / 매입증빙 확인,1.지불 완료,VAT 별도,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\드림온테크 유한회사\240524_GIC CSP24-0524-1호_MOP외2종생산,,
16,2024-06-15 00:00:00,드림온테크 유한회사,확인불가,제BEUP KNK24-0615-1호,1,NVR/CTM HW개발계약,1,,,2024-11-26 00:00:00,,24000000,중간결과물 전달 (NVR 3대전달) 30%,㈜지아이씨,GIC CSP24-0524-1호,계약 서명확인,입고 확인,241126 전자세금계산서,241129 지급(입금) / 매입증빙 확인,1.지불 완료,VAT 별도,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\드림온테크 유한회사\240524_GIC CSP24-0524-1호_MOP외2종생산,,
15,2024-06-15 00:00:00,드림온테크 유한회사,확인불가,제BEUP KNK24-0615-1호,1,NVR/CTM HW개발계약,1,,,2024-06-15 00:00:00,,32000000,"선금 40% : ₩32,000,000(VAT별도)",㈜지아이씨,GIC CSP24-0524-1호,계약 서명확인,입고 확인,(선금) 전자세금계산서 미확인,(선금) 240627 지급(입금) 내역 확인,1.지불 완료,VAT 별도,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\드림온테크 유한회사\240524_GIC CSP24-0524-1호_MOP외2종생산,,
14,2024-06-10 00:00:00,이엔엠테크놀러지,확인불가,-,1,TC570/i3-1115GRE 외,1,,,2024-06-19 00:00:00,,2409000,,㈜지아이씨,GIC CSP24-0923-1호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,240619 지급(입금) 기록 / 내역 확인 필요,1.지불 완료,VAT 별도,네이버 게시판 자료,,
13,2024-06-10 00:00:00,한톨브릿지,확인불가,BEUPIDOM-20240601,1,AC494-IPP-SUK 외,1,,발주후 4주내,,24200,30474085.466,선금,㈜지아이씨,GIC CSP24-0524-2호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,지급(입금) 기록 없음,1.지불 완료,VAT 별도,네이버 게시판 자료,,
12,2024-05-23 00:00:00,㈜태신전자,확인불가,BEUPIDOM-20240506,1,홍콩 방송장치 11종 PCB 납품 (70%),1,,,2024-06-19 00:00:00,,4349310,2회 분할,㈜지아이씨,GIC CSP24-0524-1호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,240619 지급(입금) 기록 / 내역 확인 필요,1.지불 완료,VAT 별도,네이버 게시판 자료,,
11,2024-05-23 00:00:00,㈜태신전자,확인불가,BEUPIDOM-20240506,1,홍콩 방송장치 11종 PCB 선금 (30%),1,,,2024-05-24 00:00:00,,1863990,2회 분할,㈜지아이씨,GIC CSP24-0524-1호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,240524 지급(입금) 기록 / 내역 확인 필요,1.지불 완료,VAT 별도,네이버 게시판 자료,,
10,2024-05-23 00:00:00,파츠맨,확인불가,BEUPIDOM-20240505,1,홍콩 방송장치 11종 보드 부품 납품 (62%),1,,,2024-07-24 00:00:00,,26496461,2회 분할,㈜지아이씨,GIC CSP24-0524-1호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,240724 지급(입금) 기록 / 내역 확인 필요,1.지불 완료,VAT 별도,네이버 게시판 자료,,
9,2024-05-23 00:00:00,파츠맨,확인불가,BEUPIDOM-20240505,1,홍콩 방송장치 11종 보드 부품 선금 (38%),1,,,2024-05-28 00:00:00,,16197119,2회 분할,㈜지아이씨,GIC CSP24-0524-1호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,240528 지급(입금) 기록 / 내역 확인 필요,1.지불 완료,VAT 별도,네이버 게시판 자료,,
8,2024-05-20 00:00:00,에쎈,확인불가,BEUPIDOM-20240504,1,27인치 3T AG 강화유리,50,,,,,2275000,,㈜지아이씨,GIC CSP24-0409-1호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,240528 지급(입금) 기록 / 내역 확인 필요,1.지불 완료,VAT 별도,네이버 게시판 자료,,
7,2024-05-03 00:00:00,㈜메카전자,확인불가,BEUPIDOM-20240503,1,MRX REV1.2 생산 외 납품 (70%),1,,,2024-06-13 00:00:00,,4928000,2회 분할,㈜지아이씨,GIC CSP24-0409-1호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,240614 지급(입금) 기록 / 내역 확인 필요,1.지불 완료,VAT 별도,네이버 게시판 자료,,
6,2024-05-03 00:00:00,㈜메카전자,확인불가,BEUPIDOM-20240503,1,MRX REV1.2 생산 외 선금 (30%),1,,,2024-05-19 00:00:00,,2112000,2회 분할,㈜지아이씨,GIC CSP24-0409-1호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,240519 지급(입금) 기록 / 내역 확인 필요,1.지불 완료,VAT 별도,네이버 게시판 자료,,
5,2024-05-02 00:00:00,앤츠,확인불가,BEUPIDOM-20240502,1,LEDC BOARD 외 납품 (70%),1,,,2024-08-01 00:00:00,,43820000,2회 분할,㈜지아이씨,GIC CSP24-0409-1호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,240801 지급(입금) 기록 / 내역 확인 필요,1.지불 완료,VAT 별도,네이버 게시판 자료,,
4,2024-05-02 00:00:00,앤츠,확인불가,BEUPIDOM-20240502,1,LEDC BOARD 외 선금 (30%),1,,,2024-05-17 00:00:00,,18780000,2회 분할,㈜지아이씨,GIC CSP24-0409-1호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,240517 지급(입금) 기록 / 내역 확인 필요,1.지불 완료,VAT 별도,네이버 게시판 자료,,
3,2024-05-01 00:00:00,㈜일렉콤티에스,확인불가,BEUPIDOM-20240501,1,홍콩 생산1차분 83종 자재 납품 (70%),1,,,2024-05-24 00:00:00,,16039357.272727273,2회 분할,㈜지아이씨,GIC CSP24-0409-1호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,240524 지급(입금) 기록 / 내역 확인 필요,1.지불 완료,VAT 별도,네이버 게시판 자료,,
2,2024-05-01 00:00:00,㈜일렉콤티에스,확인불가,BEUPIDOM-20240501,1,홍콩 생산1차분 83종 자재 선금 (30%),1,,,2024-05-16 00:00:00,,6874012.727272727,2회 분할,㈜지아이씨,GIC CSP24-0409-1호,확인불가,입고 확인,전자세금계산서 기록 확인 필요,240516 지급(입금) 기록 / 내역 확인 필요,1.지불 완료,VAT 별도,네이버 게시판 자료,,
1,2024-04-10 00:00:00,이동진,,제BEUP KNK24-0410-1호,1,하드웨어 구매 및 테스트절차정리,1,2024-12-31 00:00:00,,2024-12-18 00:00:00,,5000000,구매등완료후,㈜지아이씨,GIC CSP24-0524-2호_PSR-Hub외9종생산,계약 서명확인,업무 완료,전자세금계산서 미수취 / 프리렌서계약,241231 지급(입금) / 매입증빙 확인,1.지불 완료,사업소득세 3.3% 공제,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\프리렌서계약_이동진\GIC CSP24-0524-2호_PSR-Hub외9종생산,,
